asset_ref,taxonomy,lon,lat,probability(structural-no_damage),probability(structural-slight),probability(structural-moderate),probability(structural-extensive),probability(structural-complete)
CA-T6001428200-PC-S1,S1H-PC,-1.22E+02,3.78E+01,0.181,0.0387,0.1866,0.1672,0.43
CA-T6001428200-PC-S2,S2H-PC,-1.22E+02,3.78E+01,0.2011,0.0276,0.1139,0.123,0.53
CA-T6001428200-PC-S4,S4H-PC,-1.22E+02,3.78E+01,0.1852,0.1014,0.1855,0.0146,0.51
CA-T6001428200-PC-C1,C1H-PC,-1.22E+02,3.78E+01,0.1494,0.034,0.1879,0.0379,0.59
CA-T6001428200-PC-C2,C2H-PC,-1.22E+02,3.78E+01,0.1603,0.0848,0.1205,0.1765,0.46
CA-T6001428200-PC-C3,C3H-PC,-1.22E+02,3.78E+01,0.0506,0.1099,0.0093,0.0604,0.77
CA-T6001428200-PC-PC,PC2H-PC,-1.22E+02,3.78E+01,0.1598,0.17,0.1628,0.1695,0.34
CA-T6001428200-PC-RM,RM2H-PC,-1.22E+02,3.78E+01,0.2217,0.0018,0.1735,0.0037,0.6
CA-T6095251400-PC-C2,C2L-PC,-1.22E+02,3.81E+01,0.2297,0.0921,0.0185,0.0865,0.57
CA-T6095251400-PC-C3,C3L-PC,-1.22E+02,3.81E+01,0.0196,0.0574,0.0738,0.0393,0.81
CA-T6095251400-PC-MH,MH-PC,-1.22E+02,3.81E+01,0.1648,0.1217,0.031,0.1135,0.57
CA-T6095251400-PC-PC,PC2L-PC,-1.22E+02,3.81E+01,0.164,0.0834,0.1399,0.1334,0.48
CA-T6095251400-PC-RM,RM1L-PC,-1.22E+02,3.81E+01,0.0386,0.1773,0.1415,0.1961,0.45
CA-T6095251400-PC-S1,S1L-PC,-1.22E+02,3.81E+01,0.0085,0.0135,0.1196,0.0747,0.78
CA-T6095251400-PC-S2,S2L-PC,-1.22E+02,3.81E+01,0.143,0.0027,0.0205,0.1707,0.66
CA-T6095251400-PC-S3,S3-PC,-1.22E+02,3.81E+01,0.2378,0.05,0.1183,0.0414,0.55
CA-T6095251400-PC-S4,S4L-PC,-1.22E+02,3.81E+01,0.1285,0.122,0.0749,0.1865,0.49
CA-T6095251400-PC-S5,S5L-PC,-1.22E+02,3.81E+01,0.194,0.1302,0.1112,0.0856,0.48
CA-T6095251400-PC-UR,URML-PC,-1.22E+02,3.81E+01,0.2366,0.0913,0.0354,0.043,0.59
CA-T6095251400-PC-W1,W1-PC,-1.22E+02,3.81E+01,0.2338,0.1076,0.0576,0.0726,0.53
CA-T6095251400-PC-S1,S1M-PC,-1.22E+02,3.81E+01,0.1399,0.0164,0.185,0.1194,0.54
CA-T6095251400-PC-S2,S2M-PC,-1.22E+02,3.81E+01,0.1828,0.0521,0.1788,0.1139,0.47
CA-T6095251400-PC-S4,S4M-PC,-1.22E+02,3.81E+01,0.122,0.0166,0.1321,0.1728,0.56
CA-T6095251400-PC-C1,C1M-PC,-1.22E+02,3.81E+01,0.0371,0.1693,0.1711,0.0237,0.6
CA-T6095251400-PC-C2,C2M-PC,-1.22E+02,3.81E+01,0.0983,0.0644,0.1107,0.1372,0.59
CA-T6095251400-PC-C3,C3M-PC,-1.22E+02,3.81E+01,0.0042,0.0282,0.0926,0.15,0.73
CA-T6095251400-PC-PC,PC2M-PC,-1.22E+02,3.81E+01,0.0415,0.07,0.0171,0.1503,0.72
CA-T6095251400-PC-RM,RM1M-PC,-1.22E+02,3.81E+01,0.1586,0.0268,0.0134,0.0148,0.79
CA-T6095251400-PC-RM,RM2M-PC,-1.22E+02,3.81E+01,0.0952,0.0076,0.0147,0.111,0.77
CA-T6095251400-PC-UR,URMM-PC,-1.22E+02,3.81E+01,0.1002,0.062,0.1341,0.0977,0.61
CA-T6095251400-PC-S1,S1H-PC,-1.22E+02,3.81E+01,0.2109,0.1477,0.1559,0.1479,0.34
CA-T6095251400-PC-S2,S2H-PC,-1.22E+02,3.81E+01,0.0949,0.0683,0.1416,0.1948,0.5
CA-T6095251400-PC-S4,S4H-PC,-1.22E+02,3.81E+01,0.1023,0.0233,0.0993,0.0188,0.76
CA-T6095251400-PC-C1,C1H-PC,-1.22E+02,3.81E+01,0.1671,0.1312,0.0739,0.0261,0.6
CA-T6095251400-PC-C2,C2H-PC,-1.22E+02,3.81E+01,0.173,0.1494,0.0109,0.1555,0.51
CA-T6095251400-PC-C3,C3H-PC,-1.22E+02,3.81E+01,0.1208,0.1718,0.1455,0.0147,0.55
CA-T6095251400-PC-PC,PC2H-PC,-1.22E+02,3.81E+01,0.1976,0.1502,0.0197,0.1026,0.53
CA-T6095251400-PC-RM,RM2H-PC,-1.22E+02,3.81E+01,0.0144,0.0646,0.1124,0.1465,0.66
CA-T6081610100-PC-C2,C2L-PC,-1.22E+02,3.75E+01,0.1423,0.149,0.1929,0.0934,0.42
CA-T6081610100-PC-C3,C3L-PC,-1.22E+02,3.75E+01,0.1397,0.1476,0.1027,0.1893,0.42
CA-T6081610100-PC-MH,MH-PC,-1.22E+02,3.75E+01,0.1056,0.1346,0.003,0.0889,0.67
CA-T6081610100-PC-PC,PC2L-PC,-1.22E+02,3.75E+01,0.001,0.0873,0.0944,0.0516,0.77
CA-T6081610100-PC-RM,RM1L-PC,-1.22E+02,3.75E+01,0.0742,0.1054,0.1027,0.1234,0.59
CA-T6081610100-PC-S1,S1L-PC,-1.22E+02,3.75E+01,0.1832,0.1647,0.0511,0.159,0.44
CA-T6081610100-PC-S2,S2L-PC,-1.22E+02,3.75E+01,0.1475,0.0341,0.1094,0.0687,0.64
CA-T6081610100-PC-S3,S3-PC,-1.22E+02,3.75E+01,0.0939,0.0053,0.0979,0.0248,0.78
CA-T6081610100-PC-S4,S4L-PC,-1.22E+02,3.75E+01,0.212,0.0393,0.0842,0.1792,0.49
CA-T6081610100-PC-S5,S5L-PC,-1.22E+02,3.75E+01,0.2065,0.1577,0.1511,0.1773,0.31
CA-T6081610100-PC-UR,URML-PC,-1.22E+02,3.75E+01,0.0831,0.1051,0.046,0.1688,0.6
CA-T6081610100-PC-W1,W1-PC,-1.22E+02,3.75E+01,0.0931,0.0824,0.1742,0.0382,0.61
CA-T6081610100-PC-S1,S1M-PC,-1.22E+02,3.75E+01,0.1036,0.1301,0.1336,0.185,0.45
CA-T6081610100-PC-S2,S2M-PC,-1.22E+02,3.75E+01,0.2247,0.1821,0.1341,0.0341,0.42
CA-T6081610100-PC-S4,S4M-PC,-1.22E+02,3.75E+01,0.1189,0.075,0.174,0.0407,0.59
CA-T6081610100-PC-C1,C1M-PC,-1.22E+02,3.75E+01,0.0492,0.1999,0.0419,0.1563,0.55
CA-T6081610100-PC-C2,C2M-PC,-1.22E+02,3.75E+01,0.1959,0.0556,0.078,0.0183,0.65
CA-T6081610100-PC-C3,C3M-PC,-1.22E+02,3.75E+01,0.2388,0.0503,0.0972,0.0401,0.57
CA-T6081610100-PC-PC,PC2M-PC,-1.22E+02,3.75E+01,0.1054,0.1393,0.1519,0.1127,0.49
CA-T6081610100-PC-RM,RM1M-PC,-1.22E+02,3.75E+01,0.2364,0.1712,0.178,0.1143,0.3
CA-T6081610100-PC-RM,RM2M-PC,-1.22E+02,3.75E+01,0.1649,0.1332,0.043,0.1552,0.5
CA-T6081610100-PC-UR,URMM-PC,-1.22E+02,3.75E+01,0.0547,0.0657,0.0724,0.0165,0.79
CA-T6081610100-PC-S1,S1H-PC,-1.22E+02,3.75E+01,0.0861,0.1045,0.0581,0.1244,0.63
CA-T6081610100-PC-S2,S2H-PC,-1.22E+02,3.75E+01,0.152,0.1749,0.0934,0.0032,0.58
CA-T6081610100-PC-S4,S4H-PC,-1.22E+02,3.75E+01,0.0443,0.111,0.0846,0.1841,0.58
CA-T6081610100-PC-C1,C1H-PC,-1.22E+02,3.75E+01,0.1502,0.1721,0.072,0.0198,0.59
CA-T6081610100-PC-C2,C2H-PC,-1.22E+02,3.75E+01,0.0388,0.0246,0.1647,0.1178,0.65
CA-T6081610100-PC-C3,C3H-PC,-1.22E+02,3.75E+01,0.1879,0.1312,0.1271,0.0299,0.52
CA-T6081610100-PC-PC,PC2H-PC,-1.22E+02,3.75E+01,0.1682,0.1166,0.1239,0.016,0.58
CA-T6001404300-PC-C2,C2L-PC,-1.22E+02,3.78E+01,0.1804,0.0383,0.0609,0.1708,0.55
CA-T6001404300-PC-C3,C3L-PC,-1.22E+02,3.78E+01,0.163,0.0241,0.0303,0.1126,0.67
CA-T6001404300-PC-MH,MH-PC,-1.22E+02,3.78E+01,0.0302,0.1317,0.0286,0.1294,0.68
CA-T6001404300-PC-PC,PC2L-PC,-1.22E+02,3.78E+01,0.0343,0.1558,0.078,0.1758,0.56
CA-T6001404300-PC-RM,RM1L-PC,-1.22E+02,3.78E+01,0.1735,0.0223,0.1885,0.0966,0.52
CA-T6001404300-PC-S1,S1L-PC,-1.22E+02,3.78E+01,0.2105,0.0988,0.0909,0.0834,0.52
CA-T6001404300-PC-S2,S2L-PC,-1.22E+02,3.78E+01,0.1049,0.1879,0.0338,0.0965,0.58
CA-T6001404300-PC-S3,S3-PC,-1.22E+02,3.78E+01,0.1345,0.1225,0.0044,0.063,0.68
CA-T6001404300-PC-S4,S4L-PC,-1.22E+02,3.78E+01,0.0875,0.0207,0.1471,0.0406,0.7
CA-T6001404300-PC-S5,S5L-PC,-1.22E+02,3.78E+01,0.2334,0.1883,0.0129,0.0608,0.5
CA-T6001404300-PC-UR,URML-PC,-1.22E+02,3.78E+01,0.0916,0.0981,0.0528,0.1694,0.59
CA-T6001404300-PC-W1,W1-PC,-1.22E+02,3.78E+01,0.0261,0.1386,0.1993,0.1415,0.49
CA-T6001405600-PC-C2,C2L-PC,-1.22E+02,3.78E+01,0.2107,0.1737,0.1526,0.1396,0.32
CA-T6001405600-PC-C3,C3L-PC,-1.22E+02,3.78E+01,0.0124,0.048,0.0341,0.0169,0.89
CA-T6001405600-PC-MH,MH-PC,-1.22E+02,3.78E+01,0.1154,0.0042,0.1461,0.1391,0.6
CA-T6001405600-PC-PC,PC2L-PC,-1.22E+02,3.78E+01,0.1127,0.0905,0.0575,0.1825,0.56
CA-T6001405600-PC-RM,RM1L-PC,-1.22E+02,3.78E+01,0.1076,0.0885,0.0965,0.0592,0.65
CA-T6001405600-PC-S1,S1L-PC,-1.22E+02,3.78E+01,0.0177,0.0365,0.1296,0.1402,0.68
CA-T6001405600-PC-S2,S2L-PC,-1.22E+02,3.78E+01,0.087,0.0453,0.1396,0.138,0.59
CA-T6001405600-PC-S3,S3-PC,-1.22E+02,3.78E+01,0.0048,0.0885,0.0757,0.0238,0.81
CA-T6001405600-PC-S4,S4L-PC,-1.22E+02,3.78E+01,0.1863,0.0212,0.1262,0.1561,0.51
CA-T6001405600-PC-S5,S5L-PC,-1.22E+02,3.78E+01,0.218,0.0962,0.1947,0.1548,0.34
CA-T6001405600-PC-UR,URML-PC,-1.22E+02,3.78E+01,0.0313,0.0584,0.1323,0.0117,0.77
CA-T6001405600-PC-W1,W1-PC,-1.22E+02,3.78E+01,0.0129,0.1403,0.162,0.1388,0.55
CA-T6001405600-PC-S1,S1M-PC,-1.22E+02,3.78E+01,0.2371,0.0575,0.1303,0.178,0.4
CA-T6001405600-PC-S2,S2M-PC,-1.22E+02,3.78E+01,0.1117,0.182,0.0365,0.1851,0.48
CA-T6001405600-PC-S4,S4M-PC,-1.22E+02,3.78E+01,0.1231,0.134,0.1614,0.095,0.49
CA-T6001405600-PC-C1,C1M-PC,-1.22E+02,3.78E+01,0.2289,0.0369,0.1444,0.132,0.46
CA-T6001405600-PC-C2,C2M-PC,-1.22E+02,3.78E+01,0.1838,0.1478,0.1228,0.009,0.54
CA-T6001405600-PC-C3,C3M-PC,-1.22E+02,3.78E+01,0.114,0.0179,0.0692,0.1382,0.66
CA-T6001405600-PC-PC,PC2M-PC,-1.22E+02,3.78E+01,0.1121,0.0757,0.033,0.1114,0.67
CA-T6001405600-PC-RM,RM1M-PC,-1.22E+02,3.78E+01,0.21,0.182,0.0171,0.1474,0.44
CA-T6001405600-PC-RM,RM2M-PC,-1.22E+02,3.78E+01,0.2167,0.1426,0.1929,0.0587,0.39
CA-T6001405600-PC-UR,URMM-PC,-1.22E+02,3.78E+01,0.1849,0.0637,0.0412,0.0854,0.62
CA-T6001405600-PC-S1,S1H-PC,-1.22E+02,3.78E+01,0.0275,0.1504,0.1377,0.1902,0.49
CA-T6001405600-PC-S2,S2H-PC,-1.22E+02,3.78E+01,0.1784,0.1418,0.197,0.0227,0.46
CA-T6001405600-PC-S4,S4H-PC,-1.22E+02,3.78E+01,0.1557,0.0728,0.0392,0.0688,0.66
CA-T6001405600-PC-C1,C1H-PC,-1.22E+02,3.78E+01,0.143,0.0163,0.1243,0.0103,0.71
CA-T6001405600-PC-C2,C2H-PC,-1.22E+02,3.78E+01,0.165,0.0324,0.0508,0.0573,0.69
CA-T6001405600-PC-C3,C3H-PC,-1.22E+02,3.78E+01,0.1345,0.038,0.154,0.0568,0.62
CA-T6001405600-PC-PC,PC2H-PC,-1.22E+02,3.78E+01,0.2287,0.1585,0.0973,0.1355,0.38
CA-T6001405600-PC-RM,RM2H-PC,-1.22E+02,3.78E+01,0.0128,0.0597,0.1831,0.0639,0.68
CA-T6095251200-PC-C2,C2L-PC,-1.22E+02,3.81E+01,0.1179,0.028,0.1917,0.1309,0.53
CA-T6095251200-PC-C3,C3L-PC,-1.22E+02,3.81E+01,0.084,0.0546,0.0891,0.1271,0.65
CA-T6095251200-PC-MH,MH-PC,-1.22E+02,3.81E+01,0.0728,0.0344,0.1271,0.057,0.71
CA-T6095251200-PC-RM,RM1L-PC,-1.22E+02,3.81E+01,0.0905,0.0776,0.0539,0.0349,0.74
CA-T6095251200-PC-S1,S1L-PC,-1.22E+02,3.81E+01,0.0526,0.1896,0.0825,0.1822,0.49
CA-T6095251200-PC-S2,S2L-PC,-1.22E+02,3.81E+01,0.1492,0.019,0.1078,0.0012,0.72
CA-T6095251200-PC-S3,S3-PC,-1.22E+02,3.81E+01,0.2183,0.0829,0.1942,0.1017,0.4
CA-T6095251200-PC-S4,S4L-PC,-1.22E+02,3.81E+01,0.1031,0.0354,0.1817,0.1709,0.51
CA-T6095251200-PC-S5,S5L-PC,-1.22E+02,3.81E+01,0.1569,0.0729,0.0569,0.0943,0.62
CA-T6095251200-PC-UR,URML-PC,-1.22E+02,3.81E+01,0.1861,0.1812,0.0652,0.0006,0.57
CA-T6095251200-PC-W1,W1-PC,-1.22E+02,3.81E+01,0.1243,0.1174,0.1336,0.0693,0.56
CA-T6095251200-PC-S1,S1M-PC,-1.22E+02,3.81E+01,0.1551,0.1262,0.0279,0.0605,0.63
CA-T6095251200-PC-S2,S2M-PC,-1.22E+02,3.81E+01,0.0475,0.0329,0.0586,0.1248,0.74
CA-T6095251200-PC-S4,S4M-PC,-1.22E+02,3.81E+01,0.1671,0.1129,0.1592,0.1261,0.43
CA-T6095251200-PC-C1,C1M-PC,-1.22E+02,3.81E+01,0.1753,0.1382,0.0981,0.0899,0.5
CA-T6095251200-PC-C2,C2M-PC,-1.22E+02,3.81E+01,0.0891,0.1959,0.053,0.0645,0.6
CA-T6095251200-PC-C3,C3M-PC,-1.22E+02,3.81E+01,0.1619,0.0342,0.1305,0.0059,0.67
CA-T6095251200-PC-PC,PC2M-PC,-1.22E+02,3.81E+01,0.1802,0.0883,0.0173,0.1669,0.55
CA-T6095251200-PC-RM,RM1M-PC,-1.22E+02,3.81E+01,0.1433,0.0391,0.0518,0.0962,0.67
CA-T6095251200-PC-RM,RM2M-PC,-1.22E+02,3.81E+01,0.1595,0.117,0.1356,0.0765,0.51
CA-T6095251200-PC-UR,URMM-PC,-1.22E+02,3.81E+01,0.1828,0.0387,0.1533,0.086,0.54
CA-T6095251200-PC-S1,S1H-PC,-1.22E+02,3.81E+01,0.187,0.1088,0.0077,0.006,0.69
CA-T6095251200-PC-S2,S2H-PC,-1.22E+02,3.81E+01,0.1185,0.0071,0.0925,0.0149,0.77
CA-T6095251200-PC-C1,C1H-PC,-1.22E+02,3.81E+01,0.1638,0.0408,0.1551,0.1277,0.51
CA-T6095251200-PC-C2,C2H-PC,-1.22E+02,3.81E+01,0.181,0.1187,0.0554,0.1195,0.53
CA-T6095251200-PC-C3,C3H-PC,-1.22E+02,3.81E+01,0.0643,0.1511,0.0138,0.0261,0.74
CA-T6095251100-PC-C2,C2L-PC,-1.22E+02,3.81E+01,0.0326,0.0051,0.0314,0.1534,0.78
CA-T6095251100-PC-C3,C3L-PC,-1.22E+02,3.81E+01,0.1662,0.0075,0.1772,0.0796,0.57
CA-T6095251100-PC-MH,MH-PC,-1.22E+02,3.81E+01,0.1086,0.1631,0.0865,0.0646,0.58
CA-T6095251100-PC-PC,PC2L-PC,-1.22E+02,3.81E+01,0.1939,0.1191,0.0092,0.081,0.6
CA-T6095251100-PC-RM,RM1L-PC,-1.22E+02,3.81E+01,0.0555,0.1709,0.1643,0.0445,0.56
CA-T6095251100-PC-S1,S1L-PC,-1.22E+02,3.81E+01,0.0739,0.151,0.1759,0.1641,0.44
CA-T6095251100-PC-S2,S2L-PC,-1.22E+02,3.81E+01,0.1011,0.1434,0.0916,0.0706,0.59
CA-T6095251100-PC-S3,S3-PC,-1.22E+02,3.81E+01,0.1923,0.0019,0.0716,0.0259,0.71
CA-T6095251100-PC-S4,S4L-PC,-1.22E+02,3.81E+01,0.167,0.156,0.1091,0.1507,0.42
CA-T6095251100-PC-S5,S5L-PC,-1.22E+02,3.81E+01,0.146,0.0809,0.1962,0.1523,0.42
CA-T6095251100-PC-UR,URML-PC,-1.22E+02,3.81E+01,0.1538,0.1102,0.1942,0.0544,0.49
CA-T6095251100-PC-W1,W1-PC,-1.22E+02,3.81E+01,0.1001,0.104,0.1685,0.0336,0.59
CA-T6095251100-PC-S1,S1M-PC,-1.22E+02,3.81E+01,0.1213,0.1495,0.1577,0.1065,0.46
CA-T6095251100-PC-S2,S2M-PC,-1.22E+02,3.81E+01,0.2088,0.1915,0.1114,0.1814,0.31
CA-T6095251100-PC-S4,S4M-PC,-1.22E+02,3.81E+01,0.1072,0.0184,0.1912,0.0811,0.6
CA-T6095251100-PC-C1,C1M-PC,-1.22E+02,3.81E+01,0.076,0.1663,0.1632,0.1353,0.46
CA-T6095251100-PC-C2,C2M-PC,-1.22E+02,3.81E+01,0.2047,0.0589,0.1525,0.0543,0.53
CA-T6095251100-PC-C3,C3M-PC,-1.22E+02,3.81E+01,0.1224,0.0388,0.1772,0.0364,0.63
CA-T6095251100-PC-PC,PC2M-PC,-1.22E+02,3.81E+01,0.0029,0.0433,0.1651,0.0481,0.74
CA-T6095251100-PC-RM,RM1M-PC,-1.22E+02,3.81E+01,0.1428,0.1754,0.0011,0.0679,0.61
CA-T6095251100-PC-RM,RM2M-PC,-1.22E+02,3.81E+01,0.0816,0.1655,0.1076,0.1795,0.47
CA-T6095251100-PC-UR,URMM-PC,-1.22E+02,3.81E+01,0.007,0.1806,0.0121,0.1112,0.69
CA-T6095251100-PC-S1,S1H-PC,-1.22E+02,3.81E+01,0.2342,0.1498,0.1708,0.1926,0.25
CA-T6095251100-PC-S2,S2H-PC,-1.22E+02,3.81E+01,0.1285,0.1339,0.1374,0.14,0.46
CA-T6095251100-PC-S4,S4H-PC,-1.22E+02,3.81E+01,0.1384,0.1397,0.1354,0.1796,0.41
CA-T6095251100-PC-C1,C1H-PC,-1.22E+02,3.81E+01,0.126,0.0344,0.1295,0.1795,0.53
CA-T6095251100-PC-C2,C2H-PC,-1.22E+02,3.81E+01,0.2155,0.004,0.1636,0.019,0.6
CA-T6095251100-PC-C3,C3H-PC,-1.22E+02,3.81E+01,0.0122,0.1893,0.165,0.058,0.58
CA-T6095251100-PC-PC,PC2H-PC,-1.22E+02,3.81E+01,0.2068,0.0747,0.1282,0.1747,0.42
CA-T6095251100-PC-RM,RM2H-PC,-1.22E+02,3.81E+01,0.2146,0.1762,0.1958,0.1481,0.27
CA-T6095251300-PC-C2,C2L-PC,-1.22E+02,3.81E+01,0.0656,0.123,0.1405,0.1357,0.54
CA-T6095251300-PC-C3,C3L-PC,-1.22E+02,3.81E+01,0.1287,0.0704,0.1584,0.095,0.55
CA-T6095251300-PC-MH,MH-PC,-1.22E+02,3.81E+01,0.0641,0.0392,0.078,0.1925,0.63
CA-T6095251300-PC-RM,RM1L-PC,-1.22E+02,3.81E+01,0.0589,0.1098,0.0215,0.0752,0.73
CA-T6095251300-PC-S1,S1L-PC,-1.22E+02,3.81E+01,0.048,0.0669,0.0201,0.0152,0.85
CA-T6095251300-PC-S2,S2L-PC,-1.22E+02,3.81E+01,0.1616,0.1837,0.1202,0.0249,0.51
CA-T6095251300-PC-S3,S3-PC,-1.22E+02,3.81E+01,0.2209,0.1482,0.1345,0.014,0.48
CA-T6095251300-PC-S5,S5L-PC,-1.22E+02,3.81E+01,0.1715,0.1792,0.1894,0.1572,0.3
CA-T6095251300-PC-UR,URML-PC,-1.22E+02,3.81E+01,0.0367,0.0893,0.1889,0.0298,0.66
CA-T6095251300-PC-W1,W1-PC,-1.22E+02,3.81E+01,0.2252,0.1102,0.1023,0.1974,0.36
CA-T6095251300-PC-S1,S1M-PC,-1.22E+02,3.81E+01,0.1247,0.0713,0.1398,0.0611,0.6
CA-T6095251300-PC-S2,S2M-PC,-1.22E+02,3.81E+01,0.2351,0.1045,0.156,0.0217,0.48
CA-T6095251300-PC-S4,S4M-PC,-1.22E+02,3.81E+01,0.1193,0.0125,0.1059,0.1169,0.65
CA-T6095251300-PC-C1,C1M-PC,-1.22E+02,3.81E+01,0.2174,0.0991,0.0485,0.0342,0.6
CA-T6095251300-PC-C2,C2M-PC,-1.22E+02,3.81E+01,0.1531,0.1676,0.1254,0.1785,0.38
CA-T6095251300-PC-C3,C3M-PC,-1.22E+02,3.81E+01,0.1753,0.1764,0.0537,0.1743,0.42
CA-T6095251300-PC-RM,RM1M-PC,-1.22E+02,3.81E+01,0.0886,0.0855,0.108,0.1162,0.6
CA-T6095251300-PC-UR,URMM-PC,-1.22E+02,3.81E+01,0.2482,0.0764,0.0516,0.1524,0.47
CA-T6095251300-PC-S1,S1H-PC,-1.22E+02,3.81E+01,0.0155,0.1467,0.1132,0.1799,0.54
CA-T6095251300-PC-S2,S2H-PC,-1.22E+02,3.81E+01,0.1056,0.14,0.049,0.0798,0.63
CA-T6095251300-PC-C1,C1H-PC,-1.22E+02,3.81E+01,0.0418,0.0844,0.1439,0.1296,0.6
CA-T6095251300-PC-C2,C2H-PC,-1.22E+02,3.81E+01,0.1061,0.1013,0.0822,0.0991,0.61
CA-T6095251300-PC-C3,C3H-PC,-1.22E+02,3.81E+01,0.0951,0.0472,0.1151,0.0521,0.69
CA-T6001405901-PC-C2,C2L-PC,-1.22E+02,3.78E+01,0.1141,0.0847,0.0356,0.0027,0.76
CA-T6001405901-PC-C3,C3L-PC,-1.22E+02,3.78E+01,0.2053,0.1944,0.1508,0.0245,0.43
CA-T6001405901-PC-MH,MH-PC,-1.22E+02,3.78E+01,0.0483,0.0193,0.1169,0.1273,0.69
CA-T6001405901-PC-PC,PC2L-PC,-1.22E+02,3.78E+01,0.1403,0.0025,0.0656,0.1526,0.64
CA-T6001405901-PC-RM,RM1L-PC,-1.22E+02,3.78E+01,0.0186,0.1539,0.0436,0.1278,0.66
CA-T6001405901-PC-S1,S1L-PC,-1.22E+02,3.78E+01,0.1338,0.0248,0.1458,0.1755,0.52
CA-T6001405901-PC-S2,S2L-PC,-1.22E+02,3.78E+01,0.1422,0.0321,0.095,0.0989,0.63
CA-T6001405901-PC-S3,S3-PC,-1.22E+02,3.78E+01,0.1521,0.089,0.1273,0.1637,0.47
CA-T6001405901-PC-S4,S4L-PC,-1.22E+02,3.78E+01,0.1107,0.1336,0.0276,0.1473,0.58
CA-T6001405901-PC-S5,S5L-PC,-1.22E+02,3.78E+01,0.2395,0.1944,0.0729,0.0477,0.45
CA-T6001405901-PC-UR,URML-PC,-1.22E+02,3.78E+01,0.0787,0.1726,0.0676,0.1256,0.56
CA-T6001405901-PC-W1,W1-PC,-1.22E+02,3.78E+01,0.2162,0.1644,0.1949,0.1006,0.32
CA-T6001405901-PC-S1,S1M-PC,-1.22E+02,3.78E+01,0.1489,0.0267,0.1981,0.0531,0.57
CA-T6001405901-PC-S2,S2M-PC,-1.22E+02,3.78E+01,0.117,0.0461,0.0158,0.0271,0.79
CA-T6001405901-PC-S4,S4M-PC,-1.22E+02,3.78E+01,0.1895,0.1607,0.0657,0.141,0.44
CA-T6001405901-PC-C1,C1M-PC,-1.22E+02,3.78E+01,0.06,0.1211,0.1111,0.0458,0.66
CA-T6001405901-PC-C2,C2M-PC,-1.22E+02,3.78E+01,0.0629,0.1742,0.0082,0.1138,0.64
CA-T6001405901-PC-C3,C3M-PC,-1.22E+02,3.78E+01,0.1686,0.0263,0.0967,0.1429,0.57
CA-T6001405901-PC-PC,PC2M-PC,-1.22E+02,3.78E+01,0.0978,0.028,0.05,0.1576,0.67
CA-T6001405901-PC-RM,RM1M-PC,-1.22E+02,3.78E+01,0.1491,0.06,0.0597,0.1179,0.61
CA-T6001405901-PC-RM,RM2M-PC,-1.22E+02,3.78E+01,0.0385,0.1832,0.1258,0.0538,0.6
CA-T6001405901-PC-UR,URMM-PC,-1.22E+02,3.78E+01,0.1993,0.1379,0.1046,0.1227,0.44
CA-T6001405901-PC-S1,S1H-PC,-1.22E+02,3.78E+01,0.0551,0.0818,0.0472,0.0335,0.78
CA-T6001405901-PC-S2,S2H-PC,-1.22E+02,3.78E+01,0.1999,0.1746,0.1047,0.1888,0.33
CA-T6001405901-PC-S4,S4H-PC,-1.22E+02,3.78E+01,0.1605,0.1429,0.0087,0.1113,0.58
CA-T6001405901-PC-C1,C1H-PC,-1.22E+02,3.78E+01,0.0207,0.1992,0.0488,0.1859,0.55
CA-T6001405901-PC-C2,C2H-PC,-1.22E+02,3.78E+01,0.2204,0.1416,0.1823,0.1181,0.34
CA-T6001405901-PC-C3,C3H-PC,-1.22E+02,3.78E+01,0.1592,0.1782,0.1822,0.0881,0.39
CA-T6001405901-PC-PC,PC2H-PC,-1.22E+02,3.78E+01,0.0126,0.0742,0.0351,0.1628,0.72
CA-T6001405901-PC-RM,RM2H-PC,-1.22E+02,3.78E+01,0.177,0.0592,0.0465,0.1021,0.62
CA-T6095251901-PC-C2,C2L-PC,-1.22E+02,3.81E+01,0.1163,0.1909,0.144,0.1928,0.36
CA-T6095251901-PC-C3,C3L-PC,-1.22E+02,3.81E+01,0.128,0.0748,0.0855,0.0812,0.63
CA-T6095251901-PC-MH,MH-PC,-1.22E+02,3.81E+01,0.1935,0.0518,0.0911,0.1546,0.51
CA-T6095251901-PC-PC,PC2L-PC,-1.22E+02,3.81E+01,0.1495,0.0388,0.099,0.0124,0.7
CA-T6095251901-PC-RM,RM1L-PC,-1.22E+02,3.81E+01,0.0155,0.1291,0.1693,0.0859,0.6
CA-T6095251901-PC-S1,S1L-PC,-1.22E+02,3.81E+01,0.2072,0.1862,0.0155,0.1861,0.4
CA-T6095251901-PC-S2,S2L-PC,-1.22E+02,3.81E+01,0.1693,0.1187,0.121,0.0349,0.56
CA-T6095251901-PC-S3,S3-PC,-1.22E+02,3.81E+01,0.0617,0.1013,0.0389,0.0405,0.76
CA-T6095251901-PC-S4,S4L-PC,-1.22E+02,3.81E+01,0.0043,0.036,0.0469,0.0169,0.9
CA-T6095251901-PC-S5,S5L-PC,-1.22E+02,3.81E+01,0.0741,0.1924,0.1364,0.1152,0.48
CA-T6095251901-PC-UR,URML-PC,-1.22E+02,3.81E+01,0.1724,0.0711,0.023,0.1986,0.53
